Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Distance
2B,410,AER,2965,KZN,2990,,0,CR2,1506.8256044589284
2B,410,ASF,2966,KZN,2990,,0,CR2,1040.4383197669076
2B,410,ASF,2966,MRV,2962,,0,CR2,448.1649087095456
2B,410,CEK,2968,KZN,2990,,0,CR2,770.5085001497806
2B,410,CEK,2968,OVB,4078,,0,CR2,1338.6314665862067
2B,410,DME,4029,KZN,2990,,0,CR2,715.6493504840489
2B,410,DME,4029,NBC,6969,,0,CR2,892.3827877543463
2B,410,DME,4029,TGK,\N,,0,CR2,
2B,410,DME,4029,UUA,6160,,0,CR2,951.4321982829726
2B,410,EGO,6156,KGD,2952,,0,CR2,1171.881495283767
2B,410,EGO,6156,KZN,2990,,0,CR2,1008.253110089581
2B,410,GYD,2922,NBC,6969,,0,CR2,1685.4265243719838
2B,410,KGD,2952,EGO,6156,,0,CR2,1171.881495283767
2B,410,KZN,2990,AER,2965,,0,CR2,1506.8256044589284
2B,410,KZN,2990,ASF,2966,,0,CR2,1040.4383197669076
2B,410,KZN,2990,CEK,2968,,0,CR2,770.5085001497806
2B,410,KZN,2990,DME,4029,,0,CR2,715.6493504840489
2B,410,KZN,2990,EGO,6156,,0,CR2,1008.253110089581
2B,410,KZN,2990,LED,2948,,0,CR2,1216.8445674824823
2B,410,KZN,2990,SVX,2975,,0,CR2,723.5232035200229
2B,410,LED,2948,KZN,2990,,0,CR2,1216.8445674824823
2B,410,LED,2948,NBC,6969,,0,CR2,1372.8864143629526
2B,410,LED,2948,UUA,6160,,0,CR2,1464.0569350725689
2B,410,MRV,2962,ASF,2966,,0,CR2,448.1649087095456
2B,410,NBC,6969,DME,4029,,0,CR2,892.3827877543463
2B,410,NBC,6969,GYD,2922,,0,CR2,1685.4265243719838
2B,410,NBC,6969,LED,2948,,0,CR2,1372.8864143629526
2B,410,NBC,6969,SVX,2975,,0,CR2,554.7033596624188
2B,410,NJC,2972,SVX,2975,,0,CR2,1012.6027135761166
2B,410,NJC,2972,UUA,6160,,0,CR2,1557.1718220176435
2B,410,NUX,4364,SVX,2975,,0,CR2,1324.6117527543265
2B,410,OVB,4078,CEK,2968,,0,CR2,1338.6314665862067
2B,410,OVB,4078,SVX,2975,,0,CR2,1370.2972586323822
2B,410,SVX,2975,KZN,2990,,0,CR2,723.5232035200229
2B,410,SVX,2975,NBC,6969,,0,CR2,554.7033596624188
2B,410,SVX,2975,NJC,2972,,0,CR2,1012.6027135761166
2B,410,SVX,2975,NUX,4364,,0,CR2,1324.6117527543265
2B,410,SVX,2975,OVB,4078,,0,CR2,1370.2972586323822
2B,410,TGK,\N,DME,4029,,0,CR2,
2B,410,UUA,6160,DME,4029,,0,CR2,951.4321982829726
2B,410,UUA,6160,LED,2948,,0,CR2,1464.0569350725689
2B,410,UUA,6160,NJC,2972,,0,CR2,1557.1718220176435
2G,1654,BTK,2936,IKT,2937,,0,A81,488.33962159397606
2G,1654,BTK,2936,OVB,4078,,0,A81,1199.3591559200313
2G,1654,CEK,2968,OVB,4078,,0,A81,1338.6314665862067
2G,1654,HTA,2935,IKT,2937,,0,AN4,608.6430610264201
2G,1654,IKT,2937,BTK,2936,,0,A81,488.33962159397606
2G,1654,IKT,2937,HTA,2935,,0,AN4,608.6430610264201
2G,1654,IKT,2937,KCK,\N,,0,AN4,
2G,1654,IKT,2937,ODO,8944,,0,AN4,882.1865409507236
2G,1654,IKT,2937,OVB,4078,,0,A81,1458.8243099590638
2G,1654,IKT,2937,UKX,6924,,0,AN4,517.4862726798777
2G,1654,IKT,2937,ULK,9026,,0,AN4,1134.5379651044466
2G,1654,IKT,2937,YKS,2923,,0,A81,1860.0151515722391
2G,1654,KCK,\N,IKT,2937,,0,AN4,
2G,1654,MJZ,2925,OVB,4078,,0,A81,1967.487894489541
2G,1654,ODO,8944,IKT,2937,,0,AN4,882.1865409507236
2G,1654,OVB,4078,BTK,2936,,0,A81,1199.3591559200313
2G,1654,OVB,4078,CEK,2968,,0,A81,1338.6314665862067
2G,1654,OVB,4078,IKT,2937,,0,A81,1458.8243099590638
2G,1654,UKX,6924,IKT,2937,,0,AN4,517.4862726798777
2G,1654,ULK,9026,IKT,2937,,0,AN4,1134.5379651044466
2G,1654,YKS,2923,IKT,2937,,0,A81,1860.0151515722391
2I,8359,AYP,2786,LIM,2789,,0,142,339.98061047078085
2I,8359,CUZ,2812,LIM,2789,,0,142 141,585.9080251433817
2I,8359,CUZ,2812,PEM,2808,,0,142,310.93457050255205
2I,8359,HUU,6067,LIM,2789,,0,141,258.1561031529864
2I,8359,IQT,2801,PCL,2781,,0,143,529.5509843237759
2I,8359,IQT,2801,TPP,2806,,0,142,454.858441396253
2I,8359,LIM,2789,AYP,2786,,0,142,339.98061047078085
2I,8359,LIM,2789,CUZ,2812,,0,142 141,585.9080251433817
2I,8359,LIM,2789,HUU,6067,,0,141,258.1561031529864
2I,8359,LIM,2789,PCL,2781,,0,143 146,491.3431736689258
2I,8359,LIM,2789,TPP,2806,,0,142 146,618.4026366573573
2I,8359,PCL,2781,IQT,2801,,0,143,529.5509843237759
2I,8359,PCL,2781,LIM,2789,,0,143 146,491.3431736689258
2I,8359,PCL,2781,TPP,2806,,0,146,287.2905683905184
2I,8359,PEM,2808,CUZ,2812,,0,142,310.93457050255205
2I,8359,TPP,2806,IQT,2801,,0,142,454.858441396253
2I,8359,TPP,2806,LIM,2789,,0,142 146,618.4026366573573
2I,8359,TPP,2806,PCL,2781,,0,146,287.2905683905184
2J,470,ABJ,253,BOY,247,,0,CRJ,657.4155142026553
2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87,831.9292485492954
2J,470,ACC,248,OUA,246,,0,CRJ,764.7435915390756
2J,470,BKO,1044,ABJ,253,,0,M87,921.3968496760019
2J,470,BKO,1044,DKR,1084,,0,M87,1059.572896549398
2J,470,BKO,1044,OUA,246,,0,CRJ,699.2746613949097
2J,470,BOY,247,ABJ,253,,0,CRJ,657.4155142026553
2J,470,BOY,247,OUA,246,,0,CRJ,334.27942541126396
2J,470,COO,245,LFW,298,,0,M87,126.68759958642458
2J,470,COO,245,OUA,246,,0,M87,791.9115063686676
2J,470,DKR,1084,BKO,1044,,0,M87,1059.572896549398
2J,470,DKR,1084,OUA,246,,0,M87,1747.0377326523658
2J,470,LFW,298,OUA,246,,0,M87 CRJ,751.994235629612
2J,470,NIM,280,OUA,246,,0,CRJ,419.75653188291676
2J,470,OUA,246,ABJ,253,,0,E70 CRJ M87,831.9292485492954
2J,470,OUA,246,ACC,248,,0,CRJ,764.7435915390756
2J,470,OUA,246,BKO,1044,,0,M87 CRJ,699.2746613949097
2J,470,OUA,246,BOY,247,,0,CRJ,334.27942541126396
2J,470,OUA,246,COO,245,,0,M87,791.9115063686676
2J,470,OUA,246,DKR,1084,,0,M87,1747.0377326523658
2J,470,OUA,246,LFW,298,,0,CRJ,751.994235629612
2J,470,OUA,246,NIM,280,,0,CRJ,419.75653188291676
2K,1338,BOG,2709,GYE,2673,,0,319,993.9367015924172
2K,1338,BOG,2709,UIO,2688,,0,319 320,712.2258461157588
2K,1338,CLO,2715,GYE,2673,,0,319,743.8381390819063
2K,1338,GYE,2673,BOG,2709,,0,319,993.9367015924172
2K,1338,GYE,2673,CLO,2715,,0,319,743.8381390819063
2K,1338,GYE,2673,SCY,6045,,0,319 320,1090.7914101682516
2K,1338,GYE,2673,UIO,2688,,0,320 319,282.2165067306618
2K,1338,OCC,2670,UIO,2688,,0,319,156.86481059751875
2K,1338,SCY,6045,GYE,2673,,0,319 320,1090.7914101682516
2K,1338,UIO,2688,BOG,2709,,0,319 320,712.2258461157588
2K,1338,UIO,2688,GYE,2673,,0,319,282.2165067306618
2K,1338,UIO,2688,OCC,2670,,0,319,156.86481059751875
2L,2750,BDS,1506,ZRH,1678,,0,100,1064.7408432924562
2L,2750,BOD,1264,ZRH,1678,,0,100,770.9701783806115
2L,2750,BRS,490,ZRH,1678,,0,100,922.7610697261701
2L,2750,GVA,1665,LPA,1054,,0,319,2771.1146261753797
2L,2750,LCA,1197,ZRH,1678,,0,319,2505.1748153356357
2L,2750,LPA,1054,ZRH,1678,,0,319,3001.176397329299
2L,2750,RMF,4197,ZRH,1678,,0,319,3337.4412676884795
2L,2750,TFS,1056,GVA,1665,,0,319,2832.3422605556666
2L,2750,ZRH,1678,BDS,1506,,0,100,1064.7408432924562
2L,2750,ZRH,1678,BOD,1264,,0,100,770.9701783806115
2L,2750,ZRH,1678,BRS,490,,0,100,922.7610697261701
2L,2750,ZRH,1678,LCA,1197,,0,319,2505.1748153356357
2L,2750,ZRH,1678,LPA,1054,,0,319,3001.176397329299
2L,2750,ZRH,1678,RMF,4197,,0,319,3337.4412676884795
2N,3652,AJR,730,LYC,719,,0,ATP,118.85904094007402
2N,3652,ARN,737,GEV,715,,0,ATP,843.9758148468131
2N,3652,ARN,737,HAD,709,,0,SF3,444.4784372618791
2N,3652,ARN,737,JKG,688,,0,ATP SF3,306.205419773485
2N,3652,ARN,737,KRF,718,,0,ATP,377.77962351832855
2N,3652,ARN,737,KSD,5595,,0,SF3,259.1468311020467
2N,3652,ARN,737,LYC,719,,0,ATP,546.0229776499897
2N,3652,ARN,737,MHQ,442,,0,SF3,122.18564500712151
2N,3652,ARN,737,OER,722,,0,ATR,421.5199429806098
2N,3652,ARN,737,POR,448,,0,SF3,292.32656992518366
2N,3652,ARN,737,TRF,664,,0,SF3,436.15828742943154
2N,3652,ARN,737,VBY,746,,0,SF3 ATP,222.55517159028244
2N,3652,ARN,737,VHM,729,,0,SF3,550.7566446512784
2N,3652,ARN,737,VXO,711,,0,SF3,355.4905069725482
2N,3652,GEV,715,ARN,737,,0,ATP,843.9758148468131
2N,3652,GEV,715,KRF,718,,0,ATP,475.83525850542117
2N,3652,HAD,709,ARN,737,,0,SF3 ATP,444.4784372618791
2N,3652,HAD,709,JKG,688,,0,ATP SF3,140.39235940113093
2N,3652,HAD,709,VXO,711,,0,SF3,119.10046954751847
2N,3652,HMV,5599,VHM,729,,0,SF3,159.00438759313707
2N,3652,JKG,688,ARN,737,,0,ATP SF3,306.205419773485
2N,3652,JKG,688,HAD,709,,0,ATP SF3,140.39235940113093
2N,3652,KOK,435,POR,448,,0,SF3,260.46635412823014
2N,3652,KRF,718,ARN,737,,0,ATP,377.77962351832855
2N,3652,KRF,718,GEV,715,,0,ATP,475.83525850542117
2N,3652,KSD,5595,ARN,737,,0,SF3,259.1468311020467
2N,3652,LYC,719,AJR,730,,0,ATP,118.85904094007402
2N,3652,LYC,719,ARN,737,,0,ATP,546.0229776499897
2N,3652,MHQ,442,ARN,737,,0,SF3,122.18564500712151
2N,3652,MHQ,442,TKU,460,,0,SF3,137.289351302003
2N,3652,OER,722,ARN,737,,0,ATR,421.5199429806098
2N,3652,OSL,644,VXO,711,,0,SF3,414.05993001887174
2N,3652,POR,448,ARN,737,,0,SF3,292.32656992518366
2N,3652,POR,448,KOK,435,,0,SF3,260.46635412823014
2N,3652,TKU,460,MHQ,442,,0,SF3,137.289351302003
2N,3652,TRF,664,ARN,737,,0,SF3,436.15828742943154
2N,3652,VBY,746,ARN,737,,0,SF3 ATP,222.55517159028244
2N,3652,VHM,729,ARN,737,,0,SF3,550.7566446512784
2N,3652,VHM,729,HMV,5599,,0,SF3,159.00438759313707
2N,3652,VXO,711,ARN,737,,0,SF3,355.4905069725482
2N,3652,VXO,711,OSL,644,,0,SF3,414.05993001887174
2O,146,ADQ,3531,AOS,7167,,0,BNI,
2O,146,ADQ,3531,KKB,7168,,0,BNI,
2O,146,ADQ,3531,KLN,7162,,0,BNI,91.48827084792894
2O,146,ADQ,3531,KOZ,7164,,0,BNI,
2O,146,ADQ,3531,OLH,7163,,0,BNI,
2O,146,AOS,7167,KZB,7176,,0,BNI,
2O,146,KKB,7168,SYB,7173,,0,BNI,
2O,146,KLN,7162,KYK,7161,,0,BNI,28.384029586811767
2O,146,KOZ,7164,ORI,7165,,0,BNI,
2O,146,SYB,7173,KPR,7172,,0,BNI,
2P,897,BSO,6019,MNL,2397,,0,DH4,668.5873317352389
2P,897,BXU,4200,MNL,2397,,0,320,785.6636043607377
2P,897,CBO,2399,MNL,2397,,0,320,887.6554018895714
2P,897,CGY,2400,MNL,2397,,0,320,782.3035333069405
2P,897,CRM,6024,MNL,2397,,0,DH4,450.10573003695214
2P,897,DGT,2425,MNL,2397,,0,320,626.5736881526634
2P,897,DWC,8076,MNL,2397,,0,330,6929.0576533831245
2P,897,GES,2402,MNL,2397,Y,0,320,1039.9236312136568
2P,897,KLO,2430,MNL,2397,,0,320,347.1762019086971
2P,897,LGP,4203,MNL,2397,,0,320,329.3862311299876
2P,897,MNL,2397,BSO,6019,,0,DH4,668.5873317352389
2P,897,MNL,2397,BXU,4200,,0,320,785.6636043607377
2P,897,MNL,2397,CBO,2399,,0,320,887.6554018895714
2P,897,MNL,2397,CGY,2400,,0,320,782.3035333069405
2P,897,MNL,2397,CRM,6024,,0,DH4,450.10573003695214
2P,897,MNL,2397,DGT,2425,,0,320,626.5736881526634
2P,897,MNL,2397,DWC,8076,,0,330,6929.0576533831245
2P,897,MNL,2397,GES,2402,Y,0,320,1039.9236312136568
2P,897,MNL,2397,KLO,2430,,0,320,347.1762019086971
2P,897,MNL,2397,LGP,4203,,0,320,329.3862311299876
2P,897,MNL,2397,MPH,2426,,0,DH3,304.6045540866935
2P,897,MNL,2397,OZC,4204,,0,320,768.105654155331
2P,897,MNL,2397,PPS,2433,,0,320,584.1982735894976
2P,897,MNL,2397,RXS,6026,,0,320,374.10812080353196
2P,897,MNL,2397,SUG,6016,,0,DH4,717.1596451776998
2P,897,MNL,2397,TUG,6021,,0,DH4,356.799048247548
2P,897,MNL,2397,ZAM,2404,,0,320,851.1508232458173
2P,897,MPH,2426,MNL,2397,,0,DH3,304.6045540866935
2P,897,OZC,4204,MNL,2397,,0,320,768.105654155331
2P,897,PPS,2433,MNL,2397,,0,320,584.1982735894976
2P,897,RXS,6026,MNL,2397,,0,320,374.10812080353196
2P,897,SUG,6016,MNL,2397,,0,DH4,717.1596451776998
2P,897,TUG,6021,MNL,2397,,0,DH4,356.799048247548
2P,897,ZAM,2404,MNL,2397,,0,320,851.1508232458173
2Z,1729,AUX,7376,PMW,4214,,0,AT7,340.9005575760291
2Z,1729,BRA,7373,BSB,2531,,0,AT7,525.6465787320143
2Z,1729,BRA,7373,SSA,2621,,0,AT7,731.7115488741829
2Z,1729,BSB,2531,BRA,7373,,0,AT7,525.6465787320143
2Z,1729,BSB,2531,OPS,7367,,0,AT7,938.3890741999675
2Z,1729,BSB,2531,RAO,2613,,0,AT7,585.8853682415156
2Z,1729,CAC,2535,GRU,2564,,0,AT7,733.4994595167004
2Z,1729,CGB,2548,GYN,2562,,0,AT7,744.5253175834688
2Z,1729,CGB,2548,OPS,7367,,0,AT7,422.870253101986
2Z,1729,CGR,2538,DOU,7380,,0,AT7,194.51151952327268
2Z,1729,DOU,7380,CGR,2538,,0,AT7,194.51151952327268
2Z,1729,DOU,7380,GRU,2564,,0,AT7,877.073873340415
2Z,1729,GIG,2560,RAO,2613,,0,AT7,502.41661662456477
2Z,1729,GRU,2564,CAC,2535,,0,AT7,733.4994595167004
2Z,1729,GRU,2564,DOU,7380,,0,AT7,877.073873340415
2Z,1729,GRU,2564,RAO,2613,,0,AT7,288.697510542722
2Z,1729,GRU,2564,UBA,2635,,0,AT7,436.3766546982134
2Z,1729,GRU,2564,UDI,2633,,0,AT7,537.7555229439891
2Z,1729,GRU,2564,VDC,6039,,0,AT7,1120.2772704783354
2Z,1729,GYN,2562,CGB,2548,,0,AT7,744.5253175834688
2Z,1729,GYN,2562,PMW,4214,,0,AT7,711.1838829811214
2Z,1729,GYN,2562,RAO,2613,,0,AT7,523.3844820462193
2Z,1729,GYN,2562,UDI,2633,,0,AT7,271.65030460908577
2Z,1729,OPS,7367,BSB,2531,,0,AT7,938.3890741999675
2Z,1729,OPS,7367,CGB,2548,,0,AT7,422.870253101986
2Z,1729,PLU,2528,RAO,2613,,0,AT7,423.34209165541085
2Z,1729,PMW,4214,AUX,7376,,0,AT7,340.9005575760291
2Z,1729,PMW,4214,GYN,2562,,0,AT7,711.1838829811214
2Z,1729,RAO,2613,BSB,2531,,0,AT7,585.8853682415156
2Z,1729,RAO,2613,GIG,2560,,0,AT7,502.41661662456477
2Z,1729,RAO,2613,GRU,2564,,0,AT7,288.697510542722
2Z,1729,RAO,2613,GYN,2562,,0,AT7,523.3844820462193
2Z,1729,RAO,2613,PLU,2528,,0,AT7,423.34209165541085
2Z,1729,RAO,2613,SJP,2619,,0,AT7,172.9133460739001
2Z,1729,RAO,2613,UDI,2633,,0,AT7,254.84403140709657
2Z,1729,SJP,2619,RAO,2613,,0,AT7,172.9133460739001
2Z,1729,SSA,2621,BRA,7373,,0,AT7,731.7115488741829
2Z,1729,SSA,2621,VDC,6039,,0,AT7,349.8843460332592
2Z,1729,UBA,2635,GRU,2564,,0,AT7,436.3766546982134
2Z,1729,UBA,2635,UDI,2633,,0,AT7,101.67905335923898
2Z,1729,UDI,2633,GRU,2564,,0,AT7,537.7555229439891
2Z,1729,UDI,2633,GYN,2562,,0,AT7,271.65030460908577
2Z,1729,UDI,2633,RAO,2613,,0,AT7,254.84403140709657
2Z,1729,UDI,2633,UBA,2635,,0,AT7,101.67905335923898
2Z,1729,VDC,6039,GRU,2564,,0,AT7,1120.2772704783354
2Z,1729,VDC,6039,SSA,2621,,0,AT7,349.8843460332592
3E,10739,BRL,5726,ORD,3830,,0,CNC,299.76342108642046
3E,10739,BRL,5726,STL,3678,,0,CNC,235.25890892252002
3E,10739,DEC,4042,ORD,3830,,0,CNC,251.7022464523832
3E,10739,DEC,4042,STL,3678,,0,CNC,177.022131639977
3E,10739,JBR,3591,STL,3678,,0,CNC,325.2751064176736
3E,10739,ORD,3830,BRL,5726,,0,CNC,299.76342108642046
3E,10739,ORD,3830,DEC,4042,,0,CNC,251.7022464523832
3E,10739,STL,3678,BRL,5726,,0,CNC,235.25890892252002
3E,10739,STL,3678,DEC,4042,,0,CNC,177.022131639977
3E,10739,STL,3678,JBR,3591,,0,CNC,325.2751064176736
3F,16262,CGA,7144,HYL,7145,,0,DHP,
3F,16262,CGA,7144,KTN,3808,,0,DHP,
3F,16262,HYL,7145,CGA,7144,,0,DHP,
3F,16262,HYL,7145,KTB,7147,,0,DHP,
3F,16262,HYL,7145,KTN,3808,,0,DHP,
3F,16262,KTB,7147,HYL,7145,,0,DHP,
3F,16262,KTB,7147,KTN,3808,,0,DHP,
3F,16262,KTN,3808,CGA,7144,,0,DHP,
3F,16262,KTN,3808,HYL,7145,,0,DHP,
3F,16262,KTN,3808,KTB,7147,,0,DHP,
3F,16262,KTN,3808,MTM,7146,,0,DHP,26.420297805135874
3F,16262,MTM,7146,KTN,3808,,0,DHP,26.420297805135874
3G,595,ACC,248,DKR,1084,,0,319,2148.7762160006223
3G,595,ACC,248,LOS,273,,0,319,400.5113560306327
3G,595,ACC,248,ROB,1063,,0,319,1129.7869062549646
3G,595,BCN,1218,BJL,1050,,0,319,3599.883987412828
3G,595,BJL,1050,BCN,1218,,0,319,3599.883987412828
3G,595,BJL,1050,DKR,1084,,0,319,180.17842014822088
3G,595,BJL,1050,FNA,1059,,0,319,646.4746861534143
3G,595,CKY,4162,OXB,5665,,0,319,340.84413638785196
3G,595,DKR,1084,ACC,248,,0,319,2148.7762160006223
3G,595,DKR,1084,BJL,1050,,0,319,180.17842014822088
3G,595,DKR,1084,DLA,897,,0,319,3209.8212559272274
3G,595,DKR,1084,FNA,1059,,0,319,825.8702598369774
3G,595,DKR,1084,LOS,273,,0,319,2446.2274338170846
3G,595,DKR,1084,OXB,5665,,0,319,373.5629745332548
3G,595,DLA,897,DKR,1084,,0,319,3209.8212559272274
3G,595,DLA,897,LOS,273,,0,319,763.889416221393
3G,595,FNA,1059,BJL,1050,,0,319,646.4746861534143
3G,595,FNA,1059,DKR,1084,,0,319,825.8702598369774
3G,595,FNA,1059,LGW,502,,0,319,4877.37991090202
3G,595,FNA,1059,ROB,1063,,0,319,409.5954725444465
3G,595,LGW,502,FNA,1059,,0,319,4877.37991090202
3G,595,LOS,273,ACC,248,,0,319,400.5113560306327
3G,595,LOS,273,DKR,1084,,0,319,2446.2274338170846
3G,595,LOS,273,DLA,897,,0,319,763.889416221393
3G,595,LOS,273,ROB,1063,,0,319,1512.4677670407923
3G,595,OXB,5665,CKY,4162,,0,319,340.84413638785196
3G,595,OXB,5665,DKR,1084,,0,319,373.5629745332548
3G,595,ROB,1063,ACC,248,,0,319,1129.7869062549646
3G,595,ROB,1063,FNA,1059,,0,319,409.5954725444465
3G,595,ROB,1063,LOS,273,,0,319,1512.4677670407923
3H,\N,AKV,5506,YIK,5504,,0,DH8,178.15858867570395
3H,\N,AKV,5506,YPX,6727,,0,DH8,97.60920555505592
3H,\N,XGR,5512,YVP,154,,0,DHT BET,157.43681058143792
3H,\N,YGL,62,YGW,5496,,0,DHT,184.24751289672608
3H,\N,YGL,62,YPX,6727,,0,73M,714.9073275195572
3H,\N,YGL,62,YUL,146,,0,73M,950.3942777574371
3H,\N,YGW,5496,YGL,62,,0,DHT,184.24751289672608
3H,\N,YGW,5496,YPH,5520,,0,BET,355.215970252613
3H,\N,YGW,5496,YSK,5529,,0,DH8,167.40224832450954
3H,\N,YGW,5496,YUD,5515,,0,DH8,159.6485787589176
3H,\N,YGW,5496,YUL,146,,0,DH8,1127.1934356042768
3H,\N,YGW,5496,YUY,149,,0,DH8,790.2106084867928
3H,\N,YIK,5504,AKV,5506,,0,DH8,178.15858867570395
3H,\N,YIK,5504,YZG,5535,,0,DH8,119.67666562410577
3H,\N,YKG,5481,YPJ,5508,,0,DHT DH8,84.26943918161007
3H,\N,YKG,5481,YQC,5499,,0,DH8,115.23306162160652
3H,\N,YKG,5481,YVP,154,,0,DH8 DHT,232.7655646693224
3H,\N,YKL,80,YQB,111,,0,DH8,947.1713858486468
3H,\N,YKL,80,YVP,154,,0,DH8 BET,379.2177243097155
3H,\N,YKL,80,YWK,161,,0,BET,209.46035842226476
3H,\N,YKL,80,YZV,202,,0,BET DH8,510.7982145662485
3H,\N,YPH,5520,YPX,6727,,0,DH8 BET,181.19066723954916
3H,\N,YPH,5520,YUD,5515,,0,DH8,234.51004440811937
3H,\N,YPH,5520,YVP,154,,0,BET,565.157242467521
3H,\N,YPJ,5508,YKG,5481,,0,DHT DH8,84.26943918161007
3H,\N,YPJ,5508,YTQ,6728,,0,DHT DH8,72.84606453466174
3H,\N,YPJ,5508,YVP,154,,0,DHT,149.70564983084196
3H,\N,YPX,6727,AKV,5506,,0,DH8,97.60920555505592
3H,\N,YPX,6727,YGL,62,,0,73M,714.9073275195572
3H,\N,YPX,6727,YPH,5520,,0,DH8,181.19066723954916
3H,\N,YPX,6727,YVP,154,,0,BET,550.4466421335793
3H,\N,YQB,111,YKL,80,,0,DH8,947.1713858486468
3H,\N,YQB,111,YUL,146,,0,DH8,232.9702521016612
3H,\N,YQC,5499,YKG,5481,,0,DH8,115.23306162160652
3H,\N,YQC,5499,YWB,7253,,0,DH8,137.30057823453032
3H,\N,YSK,5529,YGW,5496,,0,DH8,167.40224832450954
3H,\N,YSK,5529,YUD,5515,,0,DH8,167.27450996218496
3H,\N,YTQ,6728,YPJ,5508,,0,DHT DH8,72.84606453466174
3H,\N,YTQ,6728,YVP,154,,0,DHT DH8,109.47031701019306
3H,\N,YUD,5515,YGW,5496,,0,DH8,159.6485787589176
3H,\N,YUD,5515,YPH,5520,,0,DH8,234.51004440811937
3H,\N,YUD,5515,YSK,5529,,0,DH8,167.27450996218496
3H,\N,YUL,146,YGL,62,,0,73M,950.3942777574371
3H,\N,YUL,146,YGW,5496,,0,DH8,1127.1934356042768
3H,\N,YUL,146,YQB,111,,0,DH8,232.9702521016612
3H,\N,YUL,146,YUY,149,,0,DH8,492.4663323873511
3H,\N,YUY,149,YGW,5496,,0,DH8,790.2106084867928
3H,\N,YUY,149,YUL,146,,0,DH8,492.4663323873511
3H,\N,YVP,154,XGR,5512,,0,DHT BET,157.43681058143792
3H,\N,YVP,154,YGW,5496,,0,BET,649.6913188905351
3H,\N,YVP,154,YKG,5481,,0,DH8,232.7655646693224
3H,\N,YVP,154,YKL,80,,0,DH8 BET,379.2177243097155
3H,\N,YVP,154,YPH,5520,,0,BET,565.157242467521
3H,\N,YVP,154,YPJ,5508,,0,DHT,149.70564983084196
3H,\N,YVP,154,YPX,6727,,0,BET,550.4466421335793
3H,\N,YVP,154,YTQ,6728,,0,DHT DH8,109.47031701019306
3H,\N,YWB,7253,YQC,5499,,0,DH8,137.30057823453032
3H,\N,YWB,7253,YZG,5535,,0,DH8,206.5547832146592
3H,\N,YWK,161,YKL,80,,0,BET,209.46035842226476
3H,\N,YWK,161,YZV,202,,0,BET,302.90785340052935
3H,\N,YZG,5535,YIK,5504,,0,DH8,119.67666562410577
3H,\N,YZG,5535,YWB,7253,,0,DH8,206.5547832146592
3H,\N,YZV,202,YKL,80,,0,BET DH8,510.7982145662485
3H,\N,YZV,202,YWK,161,,0,BET,302.90785340052935
3J,5521,JIB,4119,DXB,2188,,0,737,1992.3875137757677
3J,5521,JIB,4119,JED,2072,,0,737,1204.4441120243846
3J,5521,JIB,4119,MGQ,5687,,0,737,1086.0860079344839
3J,5521,MGQ,5687,NBO,4059,,0,737,1002.3806528744383
3J,5521,NBO,4059,MGQ,5687,,0,737,1002.3806528744383
3K,3021,BKK,3885,SIN,3316,,0,320,1416.9035648215133
3K,3021,DRW,3999,SIN,3316,,0,320,3339.1226366067644
3K,3021,HAK,4120,SIN,3316,,0,320,2182.8448387108074
3K,3021,HGH,3386,SIN,3316,,0,320,3650.0347636069746
3K,3021,HKG,3077,SIN,3316,,0,320,2565.5757784902507
3K,3021,HKT,3179,SIN,3316,,0,320,980.2218989938146
3K,3021,KIX,3992,MNL,2397,,0,320,2634.7943945139023
3K,3021,KIX,3992,TPE,2276,,0,320,1702.9337846319086
3K,3021,KUL,3304,SIN,3316,,0,320,297.4722225431729
3K,3021,MNL,2397,KIX,3992,,0,320,2634.7943945139023
3K,3021,MNL,2397,SIN,3316,,0,320,2374.8516477444045
3K,3021,PEN,3308,SIN,3316,,0,320,602.3293429786161
3K,3021,PER,3351,SIN,3316,,0,320,3910.768634128117
3K,3021,PNH,3034,SIN,3316,,0,320,1137.661658482279
3K,3021,REP,3035,SIN,3316,,0,320,1341.2154539358337
3K,3021,RGN,3239,SIN,3316,,0,320,1931.9094735837605
3K,3021,SGN,3205,SIN,3316,,0,320,1093.0166473614843
3K,3021,SIN,3316,BKK,3885,,0,320,1416.9035648215133
3K,3021,SIN,3316,DRW,3999,,0,320,3339.1226366067644
3K,3021,SIN,3316,HAK,4120,,0,320,2182.8448387108074
3K,3021,SIN,3316,HGH,3386,,0,320,3650.0347636069746
3K,3021,SIN,3316,HKG,3077,,0,320,2565.5757784902507
3K,3021,SIN,3316,HKT,3179,,0,320,980.2218989938146
3K,3021,SIN,3316,KUL,3304,,0,320,297.4722225431729
3K,3021,SIN,3316,MNL,2397,,0,320,2374.8516477444045
3K,3021,SIN,3316,PEN,3308,,0,320,602.3293429786161
3K,3021,SIN,3316,PER,3351,,0,320,3910.768634128117
3K,3021,SIN,3316,PNH,3034,,0,320,1137.661658482279
3K,3021,SIN,3316,REP,3035,,0,320,1341.2154539358337
3K,3021,SIN,3316,RGN,3239,,0,320,1931.9094735837605
3K,3021,SIN,3316,SGN,3205,,0,320,1093.0166473614843
3K,3021,SIN,3316,SWA,4302,,0,320,2812.925480480308
3K,3021,SIN,3316,TPE,2276,,0,320,3222.382883729604
